id,g1,g2,g3,g4,g5,g6,g7,g8,g9
104967,12,31,32,0,0,0,0,0,0
104971,9,31,34,0,0,0,0,0,0
104974,31,0,0,0,0,0,0,0,0
105420,8,25,31,32,0,0,0,0,0
105594,13,32,0,0,0,0,0,0,0
105624,15,32,35,0,0,0,0,0,0
106819,12,31,0,0,0,0,0,0,0
107218,11,15,24,0,0,0,0,0,0
107300,12,15,16,31,35,0,0,0,0
108254,5,8,33,0,0,0,0,0,0
109108,15,32,0,0,0,0,0,0,0
109233,8,12,0,0,0,0,0,0,0
109241,5,31,32,33,0,0,0,0,0
109282,12,31,0,0,0,0,0,0,0
109287,8,31,32,0,0,0,0,0,0
109367,12,31,0,0,0,0,0,0,0
109456,25,33,0,0,0,0,0,0,0
109459,12,0,0,0,0,0,0,0,0
109464,9,13,15,31,0,0,0,0,0
109465,12,0,0,0,0,0,0,0,0
109596,12,31,0,0,0,0,0,0,0
110062,10,14,33,0,0,0,0,0,0
110069,12,31,0,0,0,0,0,0,0
110875,31,0,0,0,0,0,0,0,0
111081,9,12,31,32,0,0,0,0,0
111276,9,31,0,0,0,0,0,0,0
111661,8,9,31,32,0,0,0,0,0
112191,12,13,16,0,0,0,0,0,0
112412,12,0,0,0,0,0,0,0,0
112874,12,31,0,0,0,0,0,0,0
113112,12,25,31,32,0,0,0,0,0
113113,10,33,0,0,0,0,0,0,0
113344,12,31,0,0,0,0,0,0,0
113345,12,31,0,0,0,0,0,0,0
113598,5,31,0,0,0,0,0,0,0
113895,32,0,0,0,0,0,0,0,0
114135,4,33,0,0,0,0,0,0,0
114283,12,31,0,0,0,0,0,0,0
114392,7,32,33,0,0,0,0,0,0
115278,12,13,0,0,0,0,0,0,0
115776,15,0,0,0,0,0,0,0,0
115875,5,9,33,0,0,0,0,0,0
116146,12,25,31,32,0,0,0,0,0
116201,13,15,16,24,32,0,0,0,0
116539,5,0,0,0,0,0,0,0,0
116559,12,31,0,0,0,0,0,0,0
116667,10,13,14,0,0,0,0,0,0
116794,12,31,0,0,0,0,0,0,0
117882,25,31,0,0,0,0,0,0,0
118308,12,31,32,0,0,0,0,0,0
119133,12,0,0,0,0,0,0,0,0
119190,8,9,12,16,31,32,0,0,0
119270,12,31,0,0,0,0,0,0,0
119295,13,0,0,0,0,0,0,0,0
119304,8,13,31,32,0,0,0,0,0
119305,9,31,0,0,0,0,0,0,0
119314,8,32,0,0,0,0,0,0,0
119390,12,31,0,0,0,0,0,0,0
119394,12,31,0,0,0,0,0,0,0
119402,12,31,0,0,0,0,0,0,0
119445,5,32,33,0,0,0,0,0,0
119506,12,15,0,0,0,0,0,0,0
119656,13,0,0,0,0,0,0,0,0
120200,5,8,9,15,31,32,0,0,0
120436,25,31,0,0,0,0,0,0,0
120551,12,0,0,0,0,0,0,0,0
120646,32,0,0,0,0,0,0,0,0
120710,2,31,32,0,0,0,0,0,0
120974,31,34,0,0,0,0,0,0,0
121404,8,9,12,31,32,0,0,0,0
121436,10,0,0,0,0,0,0,0,0
122082,8,31,33,0,0,0,0,0,0
122195,13,32,34,0,0,0,0,0,0
122556,8,0,0,0,0,0,0,0,0
122559,13,15,32,0,0,0,0,0,0
122661,15,0,0,0,0,0,0,0,0
123354,4,25,33,0,0,0,0,0,0
123395,11,12,13,15,0,0,0,0,0
124954,12,13,15,0,0,0,0,0,0
125009,5,0,0,0,0,0,0,0,0
125021,9,15,26,32,0,0,0,0,0
125175,12,0,0,0,0,0,0,0,0
125286,9,0,0,0,0,0,0,0,0
125764,4,0,0,0,0,0,0,0,0
126098,5,9,31,0,0,0,0,0,0
126120,13,31,32,0,0,0,0,0,0
126138,5,0,0,0,0,0,0,0,0
126153,5,0,0,0,0,0,0,0,0
127036,5,0,0,0,0,0,0,0,0
127155,4,0,0,0,0,0,0,0,0
127358,12,31,32,0,0,0,0,0,0
127782,11,15,0,0,0,0,0,0,0
127816,9,12,31,32,34,0,0,0,0
127976,31,0,0,0,0,0,0,0,0
129694,13,0,0,0,0,0,0,0,0
129797,2,11,15,0,0,0,0,0,0
131887,4,8,0,0,0,0,0,0,0
132165,31,32,0,0,0,0,0,0,0
132205,10,13,14,0,0,0,0,0,0
132224,16,0,0,0,0,0,0,0,0
132234,9,12,31,32,0,0,0,0,0
132907,2,9,31,32,0,0,0,0,0
133040,33,0,0,0,0,0,0,0,0
133887,13,14,0,0,0,0,0,0,0
133945,5,0,0,0,0,0,0,0,0
134582,5,8,31,0,0,0,0,0,0
134595,5,24,31,0,0,0,0,0,0
134597,8,0,0,0,0,0,0,0,0
134606,12,25,0,0,0,0,0,0,0
135243,8,31,0,0,0,0,0,0,0
135295,10,13,0,0,0,0,0,0,0
135337,8,0,0,0,0,0,0,0,0
135450,8,0,0,0,0,0,0,0,0
135919,31,32,0,0,0,0,0,0,0
135999,7,9,32,33,0,0,0,0,0
136604,5,31,0,0,0,0,0,0,0
136770,8,32,0,0,0,0,0,0,0
136868,13,0,0,0,0,0,0,0,0
138227,8,31,0,0,0,0,0,0,0
138569,31,32,0,0,0,0,0,0,0
138851,7,0,0,0,0,0,0,0,0
138858,8,12,31,32,0,0,0,0,0
138949,25,31,0,0,0,0,0,0,0
138950,12,25,31,0,0,0,0,0,0
139078,13,15,32,0,0,0,0,0,0
139090,15,31,32,35,0,0,0,0,0
139399,7,10,14,32,33,0,0,0,0
139403,8,31,32,0,0,0,0,0,0
139446,4,0,0,0,0,0,0,0,0
140059,13,32,0,0,0,0,0,0,0
140158,10,13,14,31,32,33,0,0,0
140204,5,31,32,33,0,0,0,0,0
140839,12,31,0,0,0,0,0,0,0
141415,13,0,0,0,0,0,0,0,0
141503,10,14,0,0,0,0,0,0,0
141540,12,31,32,0,0,0,0,0,0
141828,12,16,32,0,0,0,0,0,0
142289,2,31,32,0,0,0,0,0,0
142494,15,16,35,0,0,0,0,0,0
142803,12,25,31,0,0,0,0,0,0
143232,12,31,0,0,0,0,0,0,0
143335,8,31,32,0,0,0,0,0,0
143610,12,15,24,31,0,0,0,0,0
144024,12,0,0,0,0,0,0,0,0
144133,32,33,0,0,0,0,0,0,0
144345,5,0,0,0,0,0,0,0,0
145327,13,0,0,0,0,0,0,0,0
146075,9,31,34,0,0,0,0,0,0
149292,13,14,33,0,0,0,0,0,0
152063,31,0,0,0,0,0,0,0,0
152122,12,13,31,32,34,0,0,0,0
153700,12,31,0,0,0,0,0,0,0
154772,31,0,0,0,0,0,0,0,0
163344,33,0,0,0,0,0,0,0,0
168670,5,31,0,0,0,0,0,0,0
170777,12,16,31,32,0,0,0,0,0
171768,12,13,15,35,0,0,0,0,0
172427,8,31,0,0,0,0,0,0,0
176552,13,0,0,0,0,0,0,0,0
178111,12,31,0,0,0,0,0,0,0
178283,13,14,15,35,0,0,0,0,0
187043,35,0,0,0,0,0,0,0,0
196789,4,11,13,15,24,0,0,0,0
