id,name,Release Year,Score Rating
58717,80's Overdrive,2017.0,87.0
58946,Baila Latino,2015.0,90.0
59086,Teenage Mutant Ninja Turtles: Portal Power,2016.0,90.0
59433,Petit Novel Series: Harvest December,2015.0,93.0
59437,Monster Legends,2013.0,90.0
59547,Shooty Skies,2015.0,90.0
59849,L.A. Noire,2017.0,83.21
59858,Lethal League Blaze,2018.0,90.43
60224,Angry Birds: POP!,2014.0,90.0
63499,Teenage Mutant Ninja Turtles: Rooftop Run,2013.0,90.0
65290,Bike Baron,2011.0,90.0
67778,Rock Band: Metal Track Pack,2009.0,85.0
67852,Yggdra Unison: Seiken Buyuuden,2007.0,85.0
68161,Layers of Fear: Legacy,2018.0,88.0
68316,Homescapes,2017.0,90.0
68344,Arcade Game Series: Pac-Man,2016.0,89.25
68407,Rock Band: Country Track Pack,2009.0,85.0
68713,Eventide 3: Legacy of Legends,2017.0,90.0
69392,Sonic Forces: Speed Battle,2017.0,90.0
69638,Super Mario Bros. / Duck Hunt,1988.0,87.72
70166,Ys: Book I & II,1989.0,89.15
71595,Flynn: Son of Crimson,2021.0,89.04
72327,Streets of Rage Remake,2011.0,99.66
72443,Trilby's Notes,2006.0,88.26
72870,Horizon Zero Dawn: Complete Edition,2017.0,91.06
74162,REKT!,2017.0,80.0
74285,Membrane,2018.0,87.0
74545,Opus Magnum,2017.0,89.45
74732,Etterna,2016.0,87.19
74828,Into the Dead 2,2017.0,90.0
74878,Hitman: Game of the Year Edition,2017.0,99.06
74904,AMID EVIL,2019.0,87.94
74946,World End Syndrome,2018.0,90.0
74960,Fire Rides,2017.0,90.0
75131,Cube Escape: The Cave,2017.0,88.05
75235,Ghost of Tsushima,2020.0,90.97
75239,Spelunky 2,2020.0,88.02
75868,Farming Simulator 17: Platinum Edition,2017.0,82.5
75932,Fearful Symmetry & The Cursed Prince,2017.0,90.0
76045,The Last Blade 2,1998.0,87.89
76110,Cookies vs. Claus,2017.0,85.73
76217,DOOM,2017.0,82.58
76244,The Great Ace Attorney: Adventures,2015.0,96.58
76331,Debris Infinity,2017.0,85.0
76356,Football Manager Touch 2018,2017.0,87.5
76641,Samsara,2018.0,80.0
76844,Sonic Runners Adventure,2017.0,90.0
76882,Sekiro: Shadows Die Twice,2019.0,90.93
76927,Football Manager Mobile 2018,2017.0,90.0
76959,ACA NEOGEO TOP HUNTER: RODDY & CATHY,2017.0,90.0
77264,Pulstar,2014.0,87.0
77267,Call of Duty: Black Ops Zombies,2011.0,90.0
77336,The Legend of Zelda: A Link to the Past & Four Swords,2002.0,93.07
77378,Super Mario All-Stars + Super Mario World,1994.0,95.55
77488,Zombotron,2019.0,84.5
77537,KORG Gadget,2018.0,93.0
78059,OF MICE AND SAND -REVISED-,2017.0,80.26
78115,The Legend of Heroes: Trails of Cold Steel IV,2018.0,85.41
78127,ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,2017.0,90.0
78386,Bubble Witch 3 Saga,2017.0,90.0
78544,College BBALL Coach,2016.0,90.0
78559,Earthbound,1983.0,91.0
78631,Monster Hunter Tri Limited Edition,2010.0,90.0
78951,Cookie Run: OvenBreak,2016.0,90.0
79149,Phantasy Star Online Episode I & II Plus,2003.0,87.0
79156,Tengai,2006.0,77.5
79812,Cel Damage HD,2014.0,90.0
79987,Mercenaries Saga Chronicles,2018.0,87.0
80174,Mario's Super Picross,1995.0,89.6
80185,SEGA Mega Drive & Genesis Classics,2018.0,89.99
80468,NieR RepliCant,2010.0,88.57
80731,Picross e7,2016.0,87.0
80877,Final Fantasy XV: Royal Edition,2018.0,79.38
81016,Just Jump,2018.0,90.0
81085,Dark Souls: Remastered,2018.0,87.4
81141,Post Scriptum,2018.0,74.96
81247,Candleman: The Complete Journey,2018.0,84.08
81272,Detective Pikachu,2018.0,79.45
81732,Kenshō,2017.0,90.0
81894,Sky Ball,2018.0,90.0
82370,The Liar Princess and the Blind Prince,2018.0,73.76
82372,Beholder: Complete Edition,2018.0,90.0
82374,Alien: Isolation - The Collection,2015.0,89.97
82375,Air Guitar Warrior for Kinect,2017.0,82.5
82376,Arcade Game Series: Galaga,2016.0,90.0
82377,Arcade Game Series: Dig Dug,2016.0,90.0
82392,ACA NEOGEO POWER SPIKES II,2018.0,90.0
82418,Skylanders: SuperChargers - Portal Owner's Pack,2015.0,85.0
82421,Rock Band 4: Rivals Bundle,2016.0,90.0
82435,Resident Evil Revelations 2: Episode 1 - Penal Colony,2015.0,78.76
82441,Outlast: Bundle of Terror,2014.0,89.91
83322,Tempest: Pirate Action RPG,2017.0,90.0
83504,Wildermyth,2019.0,88.12
83535,Neonwall,2018.0,84.0
83730,Super One More Jump,2018.0,90.0
83876,Titanfall: Deluxe Edition,2014.0,95.0
83881,NASCAR 15: Victory Edition,2015.0,85.0
84157,Panel de Pon,1995.0,85.44
84657,3D Sonic The Hedgehog 2,2015.0,89.0
84677,3D Streets of Rage 2,2015.0,86.0
84696,New Play Control! Pikmin,2008.0,86.0
84697,New Play Control! Pikmin 2,2009.0,90.0
84724,Plantera Deluxe,2017.0,87.0
84972,Ace Attorney Investigations 2,2011.0,90.17
85619,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy DX,2018.0,85.0
86295,Tick Tock: A Tale for Two,2019.0,47.03
86389,Far Cry 3: Classic Edition,2018.0,83.15
86494,RollerCoaster Tycoon Touch,2017.0,90.0
86647,Samurai Aces for Nintendo Switch,2018.0,93.0
86828,Animal Jam - Play Wild!,2015.0,90.0
86970,World of Warships: Blitz,2018.0,90.0
87020,Coin Master,2010.0,90.0
87026,Ultimate Horse Simulator,2015.0,90.0
87030,Stack & Crack,2018.0,90.0
87031,Bring You Home,2018.0,90.0
87088,Everyday Jigsaw,2008.0,90.0
87183,Galaxy on Fire 3 - Manticore,2016.0,87.0
87197,Steredenn: Binary Stars,2018.0,85.0
87214,Sushi Cat,2010.0,90.0
87338,Construction Simulator 2,2017.0,90.0
87352,War Robots,2014.0,90.0
87367,"Good Pizza, Great Pizza",2014.0,90.0
87407,Stardom: Hollywood,2013.0,90.0
87530,Biotix: Phage Genesis HD,2018.0,90.0
87570,Duck Run,2022.0,90.0
87577,Jurassic Life: Tyrannosaurus Rex Dinosaur Simulator,2014.0,90.0
87579,Jurassic Life: Velociraptor Dinosaur Simulator,2014.0,90.0
87683,Spyro Reignited Trilogy,2018.0,84.52
88223,Meteorfall: Journey,2018.0,90.0
88320,Kingdom Rush HD,2011.0,90.0
88563,Croc's World 3,2015.0,90.0
88578,ACA NEOGEO MAGICAL DROP III,2018.0,90.0
88618,Air Hockey,2018.0,90.0
88750,Lost Souls: Enchanted Paintings,2011.0,90.0
88844,Angry Zombies,2020.0,90.0
88881,Pocket Build,2017.0,90.0
88904,PAC-MAN,2008.0,90.0
88905,Solitaire,2013.0,90.0
88907,ACA NEOGEO THE KING OF FIGHTERS '98,2017.0,90.0
88938,Exploding Kittens,2016.0,90.0
89181,Tsuro: The Game of The Path - VR Edition,2020.0,90.0
89492,Sniper Strike: Special Ops,2017.0,90.0
89594,Monster Sanctuary,2020.0,90.52
89730,Code Of War,2018.0,90.0
89738,Solitaire 3D,2020.0,90.0
89771,Gekido Kintaro's Revenge,2018.0,86.0
89817,Disney Emoji Blitz,2016.0,90.0
89929,Uncharted: The Nathan Drake Collection - Special Edition,2015.0,90.01
90051,Pudding Monsters,2012.0,90.0
90101,Super Smash Bros. Ultimate,2018.0,87.43
90435,.projekt,2018.0,90.0
90517,ACA NEOGEO THE LAST BLADE 2,2018.0,90.0
90518,ACA NEOGEO BLAZING STAR,2017.0,84.0
90974,Xuan Yuan Sword: The Gate of Firmament,2015.0,90.0
91121,Golf Zero,2017.0,90.0
91191,Serious Sam Fusion 2017,2017.0,89.39
91212,Mass Effect: Andromeda – Deluxe Recruit Edition,2017.0,90.0
91477,Before Your Eyes,2021.0,92.07
92116,Will Hero,2018.0,90.0
93901,Grand Theft Auto V: Premium Online Edition & Whale Shark Card Bundle,2016.0,90.0
94049,Minecraft: Windows 10 Edition,2015.0,93.98
94054,Pode,2018.0,81.26
94784,Respawnables: Special Forces,2012.0,90.0
94873,Sonic Mania Plus,2018.0,91.03
94969,Mark of the Ninja Remastered,2018.0,95.62
94983,Reigns: Kings & Queens,2018.0,90.0
95027,Garage,2018.0,75.0
95054,Gotcha Racing 2nd,2018.0,90.0
95069,428: Shibuya Scramble,2008.0,86.15
95508,Sonic Robo Blast 2,2014.0,86.98
95645,Faraway 2,2018.0,90.0
95832,Shantae: Half-Genie Hero Ultimate Edition,2018.0,86.41
96252,Mega Man X Legacy Collection,2018.0,88.52
96439,Venture Kid,2016.0,48.5
96488,Psyvariar Delta,2018.0,87.5
98077,Grand Theft Auto V: Premium Online Edition,2018.0,95.44
98753,My Grandfather's Farm,2018.0,96.36
99118,Dragalia Lost,2018.0,74.81
99821,Metal Gear Solid 3: Snake Eater HD Edition,2011.0,95.4
102129,ASTRO BOT: Rescue Mission,2018.0,91.99
103198,Chameleon Run: Deluxe Edition,2018.0,93.0
103221,Tetris Effect,2018.0,87.42
103281,Halo Infinite,2021.0,86.69
103294,NieR: Automata - BECOME AS GODS Edition,2018.0,89.49
103317,Mario + Rabbids Kingdom Battle: Donkey Kong Adventure,2018.0,85.01
103333,The Binding of Isaac: Antibirth,2016.0,91.02
103337,Divinity: Original Sin II - Definitive Edition,2018.0,90.72
103340,Xenoblade Chronicles 2: Torna - The Golden Country,2018.0,87.06
103364,Splatoon 2: Octo Expansion,2018.0,85.76
104096,Night of the Full Moon,2017.0,90.0
104786,DEVOTION,2019.0,88.15
104789,Mercenaries Wings: The False Phoenix,2018.0,87.0
104819,Mutant Football League: Dynasty Edition,2018.0,73.5
104967,Valheim,2021.0,88.26
104971,AI: The Somnium Files,2019.0,86.25
104974,AI: The Somnium Files - Special Agent Edition,2019.0,90.0
105420,Hollow Knight: Godmaster,2018.0,87.55
105594,Occupy White Walls,2018.0,93.73
105624,Rento Fortune Monolit,2017.0,92.0
106819,Final Fantasy XIV: Complete Edition,2017.0,99.32
107218,Desperados III,2020.0,86.79
107300,Thronebreaker: The Witcher Tales,2018.0,86.1
108254,Gunlord X,2019.0,84.0
109108,The Banner Saga Trilogy,2018.0,87.0
109233,Lapis x Labyrinth,2018.0,79.34
109241,The Binding of Isaac: Repentance,2021.0,98.85
109282,The Last Remnant Remastered,2018.0,74.84
109287,Hollow Knight: Voidheart Edition,2018.0,95.78
109367,Enderal: Forgotten Stories,2019.0,85.83
109456,Capcom Beat 'Em Up Bundle,2018.0,83.34
109459,Little Town Hero,2019.0,74.0
109464,Cities: Skylines - Nintendo Switch Edition,2018.0,81.26
109465,Chocobo's Mystery Dungeon EVERY BUDDY!,2019.0,84.0
109596,SEGA AGES Phantasy Star,2018.0,90.0
110062,SEGA AGES VIRTUA RACING,2019.0,93.0
110069,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2019.0,88.48
110875,Lorelai,2019.0,88.83
111081,The Witch's House MV,2018.0,92.82
111276,True Fear: Forsaken Souls Part 2,2018.0,89.36
111661,OMNO,2021.0,84.39
112191,Epic Seven,2018.0,89.11
112412,Final Fantasy XIV: Shadowbringers,2019.0,90.68
112874,Horizon Forbidden West,2022.0,93.4
113112,Hades,2020.0,93.94
113113,Crash Team Racing Nitro-Fueled,2019.0,84.56
113344,Monster Hunter: World - Iceborne,2019.0,93.56
113345,NieR: Automata - Game of the YoRHa Edition,2019.0,44.52
113598,DEATHLOOP,2021.0,87.96
113895,Havocado,2019.0,88.76
114135,Guilty Gear 20th Anniversary Edition,2019.0,87.0
114283,Persona 5 Royal,2019.0,95.81
114392,A Dance of Fire and Ice,2019.0,87.41
115278,Rune Factory 4 Special,2019.0,87.28
115776,Gwent: Crimson Curse,2019.0,99.53
115875,Nintendo Labo: Toy-Con 04 - VR Kit,2019.0,85.25
116146,Seven: Enhanced Edition,2019.0,94.88
116201,Tiny Metal: Full Metal Rumble,2019.0,85.0
116539,Blood: Fresh Supply,2019.0,83.18
116559,Persona 5 Royal Limited Edition,2019.0,90.63
116667,F1 2019,2019.0,86.8
116794,Kingdom Come: Deliverance - Royal Edition,2018.0,91.7
117882,God of War II HD,2010.0,88.27
118308,The Gray Garden,2012.0,86.27
119133,Elden Ring,2022.0,95.96
119190,Bug Fables: The Everlasting Sapling,2019.0,90.01
119270,Tales of Arise,2021.0,86.75
119295,Microsoft Flight Simulator,2020.0,88.1
119304,Spiritfarer,2020.0,88.54
119305,LEGO Star Wars: The Skywalker Saga,2022.0,85.96
119314,The Messenger: Picnic Panic,2019.0,44.7
119390,Ni no Kuni: Wrath of the White Witch Remastered,2019.0,87.62
119394,Ni no Kuni: Wrath of the White Witch for Nintendo Switch,2019.0,88.8
119402,The Witcher 3: Wild Hunt - Complete Edition,2016.0,92.64
119445,Rolling Gunner,2018.0,98.0
119506,Disgaea 4 Complete+,2019.0,85.57
119656,Koikatsu Party,2019.0,88.21
120200,Mighty Switch Force! Collection,2019.0,88.5
120436,One Piece: Pirate Warriors 4,2020.0,82.28
120551,Digimon Story Cyber Sleuth: Complete Edition,2019.0,76.93
120646,Kind Words,2019.0,88.27
120710,The Henry Stickmin Collection,2020.0,99.42
120974,Your Turn To Die: Death Game By Majority,2017.0,92.01
121404,Shady Part of Me,2020.0,89.89
121436,Sonic Robo Blast 2 Kart,2018.0,93.69
122082,Disney Classic Games: Aladdin and The Lion King,2019.0,84.41
122195,Monster Prom 2: Monster Camp,2020.0,90.0
122556,Celeste: Farewell,2019.0,98.45
122559,Mini Motorways,2019.0,88.65
122661,Gwent: Iron Judgment,2019.0,99.53
123354,​The Ninja Saviors: Return of the Warriors,2019.0,80.31
123395,Arknights,2020.0,88.52
124954,Crusader Kings III,2020.0,88.53
125009,Halo 2: Anniversary,2014.0,83.76
125021,The Jackbox Party Pack 6,2019.0,82.94
125175,World of Warcraft: Shadowlands,2020.0,84.14
125286,The Stretchers,2019.0,81.25
125764,Guilty Gear: Strive,2021.0,87.52
126098,Half-Life: Alyx,2020.0,92.77
126120,Say No! More,2021.0,77.76
126138,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,2019.0,86.65
126153,S.T.A.L.K.E.R.: Anomaly,2018.0,86.39
127036,Bioshock Infinite: Burial at Sea,2013.0,89.97
127155,Project M,2011.0,93.32
127358,Ruined King: A League of Legends Story,2021.0,83.23
127782,Warcraft II: Battle.net Edition,1999.0,86.78
127816,Paradise Killer,2020.0,83.52
127976,PokeMMO,2012.0,85.66
129694,The Test,2020.0,90.0
129797,Age of Empires II: Gold Edition,2002.0,87.68
131887,Project +,2020.0,93.98
132165,Observer: System Redux,2020.0,89.94
132205,F1 2020,2020.0,89.58
132224,Fire Emblem: Three Houses – Cindered Shadows,2020.0,87.2
132234,All Over,2020.0,98.0
132907,There Is No Game: Wrong Dimension,2020.0,84.86
133040,Cryptoman,2019.0,86.7
133887,Tony Hawk's Pro Skater 1+2,2020.0,88.26
133945,World War Z: Game of the Year Edition,2020.0,88.12
134582,Ratchet & Clank: Rift Apart,2021.0,91.17
134595,HITMAN 3,2021.0,85.33
134597,Astro's Playroom,2020.0,83.51
134606,Demon's Souls,2020.0,89.7
135243,It Takes Two,2021.0,90.13
135295,Stream Racer,2020.0,91.14
135337,Bloodstained: Curse of the Moon 2,2020.0,82.72
135450,Crash Bandicoot 2: Cortex Strikes Back,2017.0,87.21
135919,Alba: A Wildlife Adventure,2020.0,85.82
135999,Tetris Effect: Connected,2020.0,89.64
136604,Control: Ultimate Edition,2020.0,89.84
136770,DDraceNetwork,2020.0,98.34
136868,Train Sim World 2,2020.0,87.85
138227,Super Mario 3D World + Bowser's Fury,2021.0,90.13
138569,Tormented Souls,2021.0,84.49
138851,Not In The Groove,2011.0,99.05
138858,ENDER LILIES: Quietus of the Knights,2021.0,82.23
138949,Marvel's Spider-Man Remastered,2020.0,86.62
138950,Monster Hunter Rise,2021.0,91.26
139078,Dyson Sphere Program,2021.0,89.82
139090,Inscryption,2021.0,85.23
139399,Ragnarock,2021.0,87.51
139403,Jungles of Maxtheria,2020.0,96.83
139446,Mortal Kombat 11: Ultimate,2020.0,93.67
140059,Multi Theft Auto,2003.0,97.25
140158,supfly delivery simulator,2020.0,90.7
140204,BroodStar,2020.0,96.37
140839,Mass Effect Legendary Edition,2021.0,89.77
141415,Das Balkonzimmer,2020.0,93.95
141503,Forza Horizon 5,2021.0,90.32
141540,Disco Elysium: The Final Cut,2021.0,92.49
141828,Caves (Roguelike),2015.0,95.01
142289,Two Hours One Life,2018.0,95.01
142494,Dragon Ball Card Warriors,2020.0,98.66
142803,Diablo II: Resurrected,2021.0,87.32
143232,Final Fantasy XIV: Endwalker,2021.0,90.83
143335,DinoScape,2020.0,94.18
143610,Triangle Strategy,2022.0,84.28
144024,Final Fantasy VII Remake Intergrade,2021.0,91.32
144133,Gloam,2021.0,92.6
144345,FortressOne,2018.0,99.11
145327,Town Star,2020.0,93.16
146075,The Great Ace Attorney Chronicles,2021.0,86.24
149292,Alley Catz Bowling,2021.0,92.07
152063,Death Stranding: Director’s Cut,2021.0,90.43
152122,Doki Doki Literature Club Plus!,2021.0,86.75
153700,Ghost of Tsushima: Director's Cut,2021.0,94.64
154772,Ghost of Tsushima: Iki Island,2021.0,85.11
163344,Rune Evolution,2021.0,100.0
168670,Uncharted: Legacy of Thieves Collection,2022.0,89.29
170777,Deltarune: Chapter 2,2021.0,89.85
171768,Voice of Cards: The Isle Dragon Roars,2021.0,82.74
172427,Kirby and the Forgotten Land,2022.0,86.27
176552,Animal Crossing: New Horizons - Happy Home Paradise,2021.0,94.57
178111,Corpse Party,2021.0,90.31
178283,NFUT Cards,2021.0,94.81
187043,Rising Star,2020.0,94.33
196789,Supremacy: The Metaverse Game,2022.0,95.25
